
 812288477=1000169|NA|ABORT|IN|INR|2788548^iibfregn^2788548^812288477|812288477|1770|Transaction Aborted|NA|NA|2021-12-03 23:39:39|NA|NA|1000169|0.00^0.00||||||||||

 812288483=1000169|NA|No Records Found|NA|NA|NA|812288483|NA|No Records Found|NA|NA|NA|NA|NA|1000169|0.00^0.00||||||||||

 812288483=1000169|NA|No Records Found|NA|NA|NA|812288483|NA|No Records Found|NA|NA|NA|NA|NA|1000169|0.00^0.00||||||||||

 812288483=1000169|NA|No Records Found|NA|NA|NA|812288483|NA|No Records Found|NA|NA|NA|NA|NA|1000169|0.00^0.00||||||||||

 812288483=1000169|NA|No Records Found|NA|NA|NA|812288483|NA|No Records Found|NA|NA|NA|NA|NA|1000169|0.00^0.00||||||||||

 812288487=1000169|7140697763913|BOOKED|IN|INR|2788861^iibfregn^2788861^812288487|812288487|1770|Transaction Booked|SBIN|NA|2021-12-04 13:26:27|UPI|10001692021120401453|1000169|0.00^0.00||||||||||

 812288488=1000169|4412151098827|SUCCESS|IN|INR|2788866^iibfregn^2788866^812288488|812288488|1770|Payment In Clearing|sbiepay|202133897429834|2021-12-04 13:35:29|DC|10001692021120401492|1000169|0.00^0.00||||||||||

 812288496=1000169|8048650436427|BOOKED|IN|INR|2789039^iibfregn^2789039^812288496|812288496|1770|Transaction Booked|SBIN|NA|2021-12-04 15:39:47|UPI|10001692021120401971|1000169|0.00^0.00||||||||||

 812288496=1000169|8048650436427|FAIL|IN|INR|2789039^iibfregn^2789039^812288496|812288496|1770|Transaction Failed|SBIN|NA|2021-12-04 15:39:47|UPI|10001692021120401971|1000169|0.00^0.00||||||||||

 812288503=1000169|NA|No Records Found|NA|NA|NA|812288503|NA|No Records Found|NA|NA|NA|NA|NA|1000169|0.00^0.00||||||||||

 812288503=1000169|NA|No Records Found|NA|NA|NA|812288503|NA|No Records Found|NA|NA|NA|NA|NA|1000169|0.00^0.00||||||||||

 812288503=1000169|NA|No Records Found|NA|NA|NA|812288503|NA|No Records Found|NA|NA|NA|NA|NA|1000169|0.00^0.00||||||||||

 812288503=1000169|NA|No Records Found|NA|NA|NA|812288503|NA|No Records Found|NA|NA|NA|NA|NA|1000169|0.00^0.00||||||||||

 812288515=1000169|9292053797119|SUCCESS|IN|INR|2789389^iibfregn^2789389^812288515|812288515|1770|Payment In Clearing|sbiepay|202133883543390|2021-12-04 21:18:31|DC|10001692021120403515|1000169|0.00^0.00||||||||||

 812288519=1000169|1069339901637|SUCCESS|IN|INR|2789445^iibfregn^2789445^812288519|812288519|1770|Payment In Clearing|sbiepay|202133879797952|2021-12-04 23:23:21|DC|10001692021120404238|1000169|0.00^0.00||||||||||
