EXAM CD|ELG PRD|PRT NO|MEMBER NO|MEMBER TYP|P/F/V/B|APP CAT|FEES|ELECT SUB|MED_CD|REMARK|SUB CD|
1003|825|1|400018571|NM|P||-1|||You have already passed this exam||
1003|825|1|400033586|A|P||-1|||You have already passed this exam||
1003|825|1|400034064|NM|P||-1|||You have already passed this exam||
1003|825|1|400045611|O|P||-1|||You have already passed this exam||
1003|825|1|400047026|NM|P||-1|||You have already passed this exam||
1003|825|1|400066513|NM|P||-1|||You have already passed this exam||
1003|825|1|400107447|NM|P||-1|||You have already passed this exam||
1003|825|1|400110442|NM|P||-1|||You have already passed this exam||
1003|825|1|400127691|NM|P||-1|||You have already passed this exam||
1003|825|1|400129195|NM|P||-1|||You have already passed this exam||
1003|825|1|400138505|O|P||-1|||You have already passed this exam||
1003|825|1|400139271|NM|P||-1|||You have already passed this exam||
1003|825|1|400142867|NM|P||-1|||You have already passed this exam||
1003|825|1|4188335|O|P||-1|||You have already passed this exam||
1003|825|1|4269667|NM|P||-1|||You have already passed this exam||
1003|825|1|4580787|NM|P||-1|||You have already passed this exam||
1003|825|1|500000320|NM|P||-1|||You have already passed this exam||
1003|825|1|500001808|NM|P||-1|||You have already passed this exam||
1003|825|1|500002086|NM|P||-1|||You have already passed this exam||
1003|825|1|500002439|NM|P||-1|||You have already passed this exam||
1003|825|1|500002576|NM|P||-1|||You have already passed this exam||
1003|825|1|500002614|NM|P||-1|||You have already passed this exam||
1003|825|1|500003460|NM|P||-1|||You have already passed this exam||
1003|825|1|500004526|NM|P||-1|||You have already passed this exam||
1003|825|1|500006092|NM|P||-1|||You have already passed this exam||
1003|825|1|500006626|NM|P||-1|||You have already passed this exam||
1003|825|1|500006797|NM|P||-1|||You have already passed this exam||
1003|825|1|500007222|NM|P||-1|||You have already passed this exam||
1003|825|1|500007325|NM|P||-1|||You have already passed this exam||
1003|825|1|500008708|O|P||-1|||You have already passed this exam||
1003|825|1|500008778|NM|P||-1|||You have already passed this exam||
1003|825|1|500009154|NM|P||-1|||You have already passed this exam||
1003|825|1|500009955|NM|P||-1|||You have already passed this exam||
1003|825|1|500011953|NM|P||-1|||You have already passed this exam||
1003|825|1|500012220|NM|P||-1|||You have already passed this exam||
1003|825|1|500012586|NM|P||-1|||You have already passed this exam||
1003|825|1|500013335|NM|P||-1|||You have already passed this exam||
1003|825|1|500013954|NM|P||-1|||You have already passed this exam||
1003|825|1|500014336|NM|P||-1|||You have already passed this exam||
1003|825|1|500014552|NM|P||-1|||You have already passed this exam||
1003|825|1|500014940|NM|P||-1|||You have already passed this exam||
1003|825|1|500015335|NM|P||-1|||You have already passed this exam||
1003|825|1|500017059|O|P||-1|||You have already passed this exam||
1003|825|1|500018446|NM|P||-1|||You have already passed this exam||
1003|825|1|500018531|NM|P||-1|||You have already passed this exam||
1003|825|1|500019010|O|P||-1|||You have already passed this exam||
1003|825|1|500019356|O|P||-1|||You have already passed this exam||
1003|825|1|500019429|NM|P||-1|||You have already passed this exam||
1003|825|1|500019970|NM|P||-1|||You have already passed this exam||
1003|825|1|500019992|NM|P||-1|||You have already passed this exam||
1003|825|1|500020045|NM|P||-1|||You have already passed this exam||
1003|825|1|500020998|NM|P||-1|||You have already passed this exam||
1003|825|1|500023527|NM|P||-1|||You have already passed this exam||
1003|825|1|500023547|NM|P||-1|||You have already passed this exam||
1003|825|1|500023658|NM|P||-1|||You have already passed this exam||
1003|825|1|500024389|NM|P||-1|||You have already passed this exam||
1003|825|1|500026009|NM|P||-1|||You have already passed this exam||
1003|825|1|500026187|NM|P||-1|||You have already passed this exam||
1003|825|1|500026765|O|P||-1|||You have already passed this exam||
1003|825|1|500026788|NM|P||-1|||You have already passed this exam||
1003|825|1|500027082|NM|P||-1|||You have already passed this exam||
1003|825|1|500027163|NM|P||-1|||You have already passed this exam||
1003|825|1|500027548|NM|P||-1|||You have already passed this exam||
1003|825|1|500027611|O|P||-1|||You have already passed this exam||
1003|825|1|500027891|O|P||-1|||You have already passed this exam||
1003|825|1|500028032|NM|P||-1|||You have already passed this exam||
1003|825|1|500028213|NM|P||-1|||You have already passed this exam||
1003|825|1|500028492|O|P||-1|||You have already passed this exam||
1003|825|1|500030220|NM|P||-1|||You have already passed this exam||
1003|825|1|500030839|O|P||-1|||You have already passed this exam||
1003|825|1|500032040|NM|P||-1|||You have already passed this exam||
1003|825|1|500032121|O|P||-1|||You have already passed this exam||
1003|825|1|500032741|O|P||-1|||You have already passed this exam||
1003|825|1|500032748|NM|P||-1|||You have already passed this exam||
1003|825|1|500032843|NM|P||-1|||You have already passed this exam||
1003|825|1|500033103|NM|P||-1|||You have already passed this exam||
1003|825|1|500034428|NM|P||-1|||You have already passed this exam||
1003|825|1|500034439|NM|P||-1|||You have already passed this exam||
1003|825|1|500035089|O|P||-1|||You have already passed this exam||
1003|825|1|500035546|NM|P||-1|||You have already passed this exam||
1003|825|1|500037526|NM|P||-1|||You have already passed this exam||
1003|825|1|500037577|NM|P||-1|||You have already passed this exam||
1003|825|1|500038081|NM|P||-1|||You have already passed this exam||
1003|825|1|500038940|O|P||-1|||You have already passed this exam||
1003|825|1|500040036|O|P||-1|||You have already passed this exam||
1003|825|1|500040206|NM|P||-1|||You have already passed this exam||
1003|825|1|500040452|NM|P||-1|||You have already passed this exam||
1003|825|1|500040545|NM|P||-1|||You have already passed this exam||
1003|825|1|500040691|NM|P||-1|||You have already passed this exam||
1003|825|1|500041250|NM|P||-1|||You have already passed this exam||
1003|825|1|500041315|NM|P||-1|||You have already passed this exam||
1003|825|1|500041441|NM|P||-1|||You have already passed this exam||
1003|825|1|500041529|NM|P||-1|||You have already passed this exam||
1003|825|1|500042176|NM|P||-1|||You have already passed this exam||
1003|825|1|500042499|NM|P||-1|||You have already passed this exam||
1003|825|1|500042602|O|P||-1|||You have already passed this exam||
1003|825|1|500042791|NM|P||-1|||You have already passed this exam||
1003|825|1|500043065|NM|P||-1|||You have already passed this exam||
1003|825|1|500043293|NM|P||-1|||You have already passed this exam||
1003|825|1|500044185|NM|P||-1|||You have already passed this exam||
1003|825|1|500044399|NM|P||-1|||You have already passed this exam||
1003|825|1|500045020|NM|P||-1|||You have already passed this exam||
1003|825|1|500045225|NM|P||-1|||You have already passed this exam||
1003|825|1|500045636|O|P||-1|||You have already passed this exam||
1003|825|1|500046059|O|P||-1|||You have already passed this exam||
1003|825|1|500046172|NM|P||-1|||You have already passed this exam||
1003|825|1|500046560|NM|P||-1|||You have already passed this exam||
1003|825|1|500047646|NM|P||-1|||You have already passed this exam||
1003|825|1|500047869|NM|P||-1|||You have already passed this exam||
1003|825|1|500049563|O|P||-1|||You have already passed this exam||
1003|825|1|500049584|O|P||-1|||You have already passed this exam||
1003|825|1|500049946|NM|P||-1|||You have already passed this exam||
1003|825|1|500050098|NM|P||-1|||You have already passed this exam||
1003|825|1|500050116|NM|P||-1|||You have already passed this exam||
1003|825|1|500050738|NM|P||-1|||You have already passed this exam||
1003|825|1|500050872|NM|P||-1|||You have already passed this exam||
1003|825|1|500050927|NM|P||-1|||You have already passed this exam||
1003|825|1|500051000|O|P||-1|||You have already passed this exam||
1003|825|1|500051005|NM|P||-1|||You have already passed this exam||
1003|825|1|500051143|O|P||-1|||You have already passed this exam||
1003|825|1|500051261|NM|P||-1|||You have already passed this exam||
1003|825|1|500051976|NM|P||-1|||You have already passed this exam||
1003|825|1|500052369|NM|P||-1|||You have already passed this exam||
1003|825|1|500052390|NM|P||-1|||You have already passed this exam||
1003|825|1|500052435|NM|P||-1|||You have already passed this exam||
1003|825|1|500052575|O|P||-1|||You have already passed this exam||
1003|825|1|500052672|NM|P||-1|||You have already passed this exam||
1003|825|1|500052992|NM|P||-1|||You have already passed this exam||
1003|825|1|500053032|NM|P||-1|||You have already passed this exam||
1003|825|1|500053447|NM|P||-1|||You have already passed this exam||
1003|825|1|500053988|O|P||-1|||You have already passed this exam||
1003|825|1|500054732|O|P||-1|||You have already passed this exam||
1003|825|1|500055466|NM|P||-1|||You have already passed this exam||
1003|825|1|500056594|NM|P||-1|||You have already passed this exam||
1003|825|1|500057138|NM|P||-1|||You have already passed this exam||
1003|825|1|500057214|NM|P||-1|||You have already passed this exam||
1003|825|1|500060466|NM|P||-1|||You have already passed this exam||
1003|825|1|500063084|NM|P||-1|||You have already passed this exam||
1003|825|1|500065268|O|P||-1|||You have already passed this exam||
1003|825|1|500066099|NM|P||-1|||You have already passed this exam||
1003|825|1|500071450|NM|P||-1|||You have already passed this exam||
1003|825|1|500071660|NM|P||-1|||You have already passed this exam||
1003|825|1|500072100|NM|P||-1|||You have already passed this exam||
1003|825|1|500072555|NM|P||-1|||You have already passed this exam||
1003|825|1|500072923|NM|P||-1|||You have already passed this exam||
1003|825|1|500074286|NM|P||-1|||You have already passed this exam||
1003|825|1|500076154|NM|P||-1|||You have already passed this exam||
1003|825|1|500078671|NM|P||-1|||You have already passed this exam||
1003|825|1|500079634|NM|P||-1|||You have already passed this exam||
1003|825|1|500079669|NM|P||-1|||You have already passed this exam||
1003|825|1|500079752|O|P||-1|||You have already passed this exam||
1003|825|1|500081509|O|P||-1|||You have already passed this exam||
1003|825|1|500081905|NM|P||-1|||You have already passed this exam||
1003|825|1|500083125|NM|P||-1|||You have already passed this exam||
1003|825|1|500083166|NM|P||-1|||You have already passed this exam||
1003|825|1|500083405|NM|P||-1|||You have already passed this exam||
1003|825|1|500083492|NM|P||-1|||You have already passed this exam||
1003|825|1|500083839|NM|P||-1|||You have already passed this exam||
1003|825|1|500083904|NM|P||-1|||You have already passed this exam||
1003|825|1|500084208|NM|P||-1|||You have already passed this exam||
1003|825|1|500084394|NM|P||-1|||You have already passed this exam||
1003|825|1|500084511|NM|P||-1|||You have already passed this exam||
1003|825|1|500085666|O|P||-1|||You have already passed this exam||
1003|825|1|500086075|NM|P||-1|||You have already passed this exam||
1003|825|1|500087177|NM|P||-1|||You have already passed this exam||
1003|825|1|500087276|NM|P||-1|||You have already passed this exam||
1003|825|1|500087468|NM|P||-1|||You have already passed this exam||
1003|825|1|500087478|NM|P||-1|||You have already passed this exam||
1003|825|1|500089000|NM|P||-1|||You have already passed this exam||
1003|825|1|500089197|NM|P||-1|||You have already passed this exam||
1003|825|1|500090014|NM|P||-1|||You have already passed this exam||
1003|825|1|500091086|NM|P||-1|||You have already passed this exam||
1003|825|1|500091404|O|P||-1|||You have already passed this exam||
1003|825|1|500091728|NM|P||-1|||You have already passed this exam||
1003|825|1|500091868|NM|P||-1|||You have already passed this exam||
1003|825|1|500091905|NM|P||-1|||You have already passed this exam||
1003|825|1|500092942|NM|P||-1|||You have already passed this exam||
1003|825|1|500093278|NM|P||-1|||You have already passed this exam||
1003|825|1|500093691|NM|P||-1|||You have already passed this exam||
1003|825|1|500093869|O|P||-1|||You have already passed this exam||
1003|825|1|500094124|NM|P||-1|||You have already passed this exam||
1003|825|1|500094537|NM|P||-1|||You have already passed this exam||
1003|825|1|500094765|NM|P||-1|||You have already passed this exam||
1003|825|1|500094926|O|P||-1|||You have already passed this exam||
1003|825|1|500095336|NM|P||-1|||You have already passed this exam||
1003|825|1|500095503|NM|P||-1|||You have already passed this exam||
1003|825|1|500095757|NM|P||-1|||You have already passed this exam||
1003|825|1|500096421|O|P||-1|||You have already passed this exam||
1003|825|1|500096611|NM|P||-1|||You have already passed this exam||
1003|825|1|500096617|NM|P||-1|||You have already passed this exam||
1003|825|1|500096807|NM|P||-1|||You have already passed this exam||
1003|825|1|500096928|NM|P||-1|||You have already passed this exam||
1003|825|1|500096970|NM|P||-1|||You have already passed this exam||
1003|825|1|500097670|NM|P||-1|||You have already passed this exam||
1003|825|1|500097759|NM|P||-1|||You have already passed this exam||
1003|825|1|500097944|NM|P||-1|||You have already passed this exam||
1003|825|1|500098101|NM|P||-1|||You have already passed this exam||
1003|825|1|500098559|NM|P||-1|||You have already passed this exam||
1003|825|1|500098740|O|P||-1|||You have already passed this exam||
1003|825|1|500098828|O|P||-1|||You have already passed this exam||
1003|825|1|500099118|NM|P||-1|||You have already passed this exam||
1003|825|1|500099725|NM|P||-1|||You have already passed this exam||
1003|825|1|500100025|NM|P||-1|||You have already passed this exam||
1003|825|1|500100054|O|P||-1|||You have already passed this exam||
1003|825|1|500101186|NM|P||-1|||You have already passed this exam||
1003|825|1|500101228|NM|P||-1|||You have already passed this exam||
1003|825|1|500102293|NM|P||-1|||You have already passed this exam||
1003|825|1|500102302|NM|P||-1|||You have already passed this exam||
1003|825|1|500103507|NM|P||-1|||You have already passed this exam||
1003|825|1|500103845|O|P||-1|||You have already passed this exam||
1003|825|1|500104360|NM|P||-1|||You have already passed this exam||
1003|825|1|500104504|NM|P||-1|||You have already passed this exam||
1003|825|1|500105531|NM|P||-1|||You have already passed this exam||
1003|825|1|500105989|NM|P||-1|||You have already passed this exam||
1003|825|1|500106289|NM|P||-1|||You have already passed this exam||
1003|825|1|500106575|NM|P||-1|||You have already passed this exam||
1003|825|1|500106649|NM|P||-1|||You have already passed this exam||
1003|825|1|500106743|NM|P||-1|||You have already passed this exam||
1003|825|1|500107117|NM|P||-1|||You have already passed this exam||
1003|825|1|500107700|NM|P||-1|||You have already passed this exam||
1003|825|1|500107795|NM|P||-1|||You have already passed this exam||
1003|825|1|500107970|NM|P||-1|||You have already passed this exam||
1003|825|1|500108111|NM|P||-1|||You have already passed this exam||
1003|825|1|500109354|NM|P||-1|||You have already passed this exam||
1003|825|1|500109624|NM|P||-1|||You have already passed this exam||
1003|825|1|500109715|O|P||-1|||You have already passed this exam||
1003|825|1|500109943|O|P||-1|||You have already passed this exam||
1003|825|1|500111534|NM|P||-1|||You have already passed this exam||
1003|825|1|500112152|NM|P||-1|||You have already passed this exam||
1003|825|1|500112202|NM|P||-1|||You have already passed this exam||
1003|825|1|500112851|O|P||-1|||You have already passed this exam||
1003|825|1|500113292|NM|P||-1|||You have already passed this exam||
1003|825|1|500113759|NM|P||-1|||You have already passed this exam||
1003|825|1|500113760|NM|P||-1|||You have already passed this exam||
1003|825|1|500113973|NM|P||-1|||You have already passed this exam||
1003|825|1|500114384|NM|P||-1|||You have already passed this exam||
1003|825|1|500114392|NM|P||-1|||You have already passed this exam||
1003|825|1|500114812|NM|P||-1|||You have already passed this exam||
1003|825|1|500114885|NM|P||-1|||You have already passed this exam||
1003|825|1|500115496|NM|P||-1|||You have already passed this exam||
1003|825|1|500116609|NM|P||-1|||You have already passed this exam||
1003|825|1|500116670|NM|P||-1|||You have already passed this exam||
1003|825|1|500117916|O|P||-1|||You have already passed this exam||
1003|825|1|500118406|NM|P||-1|||You have already passed this exam||
1003|825|1|500118421|NM|P||-1|||You have already passed this exam||
1003|825|1|500118564|O|P||-1|||You have already passed this exam||
1003|825|1|500120279|NM|P||-1|||You have already passed this exam||
1003|825|1|500120591|NM|P||-1|||You have already passed this exam||
1003|825|1|500120662|NM|P||-1|||You have already passed this exam||
1003|825|1|500121073|NM|P||-1|||You have already passed this exam||
1003|825|1|500121241|NM|P||-1|||You have already passed this exam||
1003|825|1|500121927|O|P||-1|||You have already passed this exam||
1003|825|1|500122123|O|P||-1|||You have already passed this exam||
1003|825|1|500122154|NM|P||-1|||You have already passed this exam||
1003|825|1|500122380|NM|P||-1|||You have already passed this exam||
1003|825|1|500123399|NM|P||-1|||You have already passed this exam||
1003|825|1|500124307|NM|P||-1|||You have already passed this exam||
1003|825|1|500124389|O|P||-1|||You have already passed this exam||
1003|825|1|500125248|NM|P||-1|||You have already passed this exam||
1003|825|1|500125364|NM|P||-1|||You have already passed this exam||
1003|825|1|500125749|NM|P||-1|||You have already passed this exam||
1003|825|1|500127198|O|P||-1|||You have already passed this exam||
1003|825|1|500127469|NM|P||-1|||You have already passed this exam||
1003|825|1|500127500|O|P||-1|||You have already passed this exam||
1003|825|1|500127746|NM|P||-1|||You have already passed this exam||
1003|825|1|500127761|NM|P||-1|||You have already passed this exam||
1003|825|1|500129926|NM|P||-1|||You have already passed this exam||
1003|825|1|500129995|NM|P||-1|||You have already passed this exam||
1003|825|1|500130370|NM|P||-1|||You have already passed this exam||
1003|825|1|500130482|O|P||-1|||You have already passed this exam||
1003|825|1|500131152|NM|P||-1|||You have already passed this exam||
1003|825|1|500131952|NM|P||-1|||You have already passed this exam||
1003|825|1|500132575|NM|P||-1|||You have already passed this exam||
1003|825|1|500132728|NM|P||-1|||You have already passed this exam||
1003|825|1|500133069|NM|P||-1|||You have already passed this exam||
1003|825|1|500133409|NM|P||-1|||You have already passed this exam||
1003|825|1|500133672|NM|P||-1|||You have already passed this exam||
1003|825|1|500134768|O|P||-1|||You have already passed this exam||
1003|825|1|500135644|NM|P||-1|||You have already passed this exam||
1003|825|1|500135917|O|P||-1|||You have already passed this exam||
1003|825|1|500136181|NM|P||-1|||You have already passed this exam||
1003|825|1|500137969|O|P||-1|||You have already passed this exam||
1003|825|1|500138701|O|P||-1|||You have already passed this exam||
1003|825|1|500139181|NM|P||-1|||You have already passed this exam||
1003|825|1|500139531|NM|P||-1|||You have already passed this exam||
1003|825|1|500139672|NM|P||-1|||You have already passed this exam||
1003|825|1|500139911|NM|P||-1|||You have already passed this exam||
1003|825|1|500142419|O|P||-1|||You have already passed this exam||
1003|825|1|500142641|NM|P||-1|||You have already passed this exam||
1003|825|1|500142865|NM|P||-1|||You have already passed this exam||
1003|825|1|500143341|NM|P||-1|||You have already passed this exam||
1003|825|1|500143997|NM|P||-1|||You have already passed this exam||
1003|825|1|500144871|O|P||-1|||You have already passed this exam||
1003|825|1|500145794|NM|P||-1|||You have already passed this exam||
1003|825|1|500146394|NM|P||-1|||You have already passed this exam||
1003|825|1|500148013|NM|P||-1|||You have already passed this exam||
1003|825|1|500148224|NM|P||-1|||You have already passed this exam||
1003|825|1|500148831|NM|P||-1|||You have already passed this exam||
1003|825|1|500148857|NM|P||-1|||You have already passed this exam||
1003|825|1|500148969|NM|P||-1|||You have already passed this exam||
1003|825|1|500149077|NM|P||-1|||You have already passed this exam||
1003|825|1|500149155|NM|P||-1|||You have already passed this exam||
1003|825|1|500149478|NM|P||-1|||You have already passed this exam||
1003|825|1|500149960|NM|P||-1|||You have already passed this exam||
1003|825|1|500152297|NM|P||-1|||You have already passed this exam||
1003|825|1|500152379|NM|P||-1|||You have already passed this exam||
1003|825|1|500152923|NM|P||-1|||You have already passed this exam||
1003|825|1|500152931|O|P||-1|||You have already passed this exam||
1003|825|1|500153014|O|P||-1|||You have already passed this exam||
1003|825|1|500153038|NM|P||-1|||You have already passed this exam||
1003|825|1|500153264|NM|P||-1|||You have already passed this exam||
1003|825|1|500153456|O|P||-1|||You have already passed this exam||
1003|825|1|500154095|NM|P||-1|||You have already passed this exam||
1003|825|1|500154394|NM|P||-1|||You have already passed this exam||
1003|825|1|500154804|O|P||-1|||You have already passed this exam||
1003|825|1|500154945|NM|P||-1|||You have already passed this exam||
1003|825|1|500155525|NM|P||-1|||You have already passed this exam||
1003|825|1|500156163|NM|P||-1|||You have already passed this exam||
1003|825|1|500156652|O|P||-1|||You have already passed this exam||
1003|825|1|500157003|NM|P||-1|||You have already passed this exam||
1003|825|1|500157578|NM|P||-1|||You have already passed this exam||
1003|825|1|500157596|NM|P||-1|||You have already passed this exam||
1003|825|1|500158391|NM|P||-1|||You have already passed this exam||
1003|825|1|500158761|O|P||-1|||You have already passed this exam||
1003|825|1|500160154|NM|P||-1|||You have already passed this exam||
1003|825|1|500160238|O|P||-1|||You have already passed this exam||
1003|825|1|500160459|NM|P||-1|||You have already passed this exam||
1003|825|1|500162447|NM|P||-1|||You have already passed this exam||
1003|825|1|500162525|NM|P||-1|||You have already passed this exam||
1003|825|1|500162726|NM|P||-1|||You have already passed this exam||
1003|825|1|500163059|NM|P||-1|||You have already passed this exam||
1003|825|1|500163130|NM|P||-1|||You have already passed this exam||
1003|825|1|500164271|NM|P||-1|||You have already passed this exam||
1003|825|1|500164318|NM|P||-1|||You have already passed this exam||
1003|825|1|500164323|O|P||-1|||You have already passed this exam||
1003|825|1|500164886|NM|P||-1|||You have already passed this exam||
1003|825|1|500165010|NM|P||-1|||You have already passed this exam||
1003|825|1|500165186|NM|P||-1|||You have already passed this exam||
1003|825|1|500165211|NM|P||-1|||You have already passed this exam||
1003|825|1|500165548|NM|P||-1|||You have already passed this exam||
1003|825|1|500165699|NM|P||-1|||You have already passed this exam||
1003|825|1|500165782|O|P||-1|||You have already passed this exam||
1003|825|1|500165928|O|P||-1|||You have already passed this exam||
1003|825|1|500166288|NM|P||-1|||You have already passed this exam||
1003|825|1|500166356|NM|P||-1|||You have already passed this exam||
1003|825|1|500166377|NM|P||-1|||You have already passed this exam||
1003|825|1|500166410|NM|P||-1|||You have already passed this exam||
1003|825|1|500166778|NM|P||-1|||You have already passed this exam||
1003|825|1|500166988|O|P||-1|||You have already passed this exam||
1003|825|1|500167110|NM|P||-1|||You have already passed this exam||
1003|825|1|500168133|NM|P||-1|||You have already passed this exam||
1003|825|1|500168245|NM|P||-1|||You have already passed this exam||
1003|825|1|500168261|O|P||-1|||You have already passed this exam||
1003|825|1|500168746|NM|P||-1|||You have already passed this exam||
1003|825|1|500168772|NM|P||-1|||You have already passed this exam||
1003|825|1|500169721|NM|P||-1|||You have already passed this exam||
1003|825|1|500169730|NM|P||-1|||You have already passed this exam||
1003|825|1|500169971|NM|P||-1|||You have already passed this exam||
1003|825|1|500170011|NM|P||-1|||You have already passed this exam||
1003|825|1|500170109|NM|P||-1|||You have already passed this exam||
1003|825|1|500170112|NM|P||-1|||You have already passed this exam||
1003|825|1|500170262|NM|P||-1|||You have already passed this exam||
1003|825|1|500170277|NM|P||-1|||You have already passed this exam||
1003|825|1|500170494|NM|P||-1|||You have already passed this exam||
1003|825|1|500170530|NM|P||-1|||You have already passed this exam||
1003|825|1|500170892|O|P||-1|||You have already passed this exam||
1003|825|1|500171015|NM|P||-1|||You have already passed this exam||
1003|825|1|500171365|NM|P||-1|||You have already passed this exam||
1003|825|1|500171441|NM|P||-1|||You have already passed this exam||
1003|825|1|500171538|NM|P||-1|||You have already passed this exam||
1003|825|1|500172818|O|P||-1|||You have already passed this exam||
1003|825|1|500173041|NM|P||-1|||You have already passed this exam||
1003|825|1|500173567|NM|P||-1|||You have already passed this exam||
1003|825|1|500173721|NM|P||-1|||You have already passed this exam||
1003|825|1|500174686|O|P||-1|||You have already passed this exam||
1003|825|1|500174769|NM|P||-1|||You have already passed this exam||
1003|825|1|500175192|NM|P||-1|||You have already passed this exam||
1003|825|1|500175473|NM|P||-1|||You have already passed this exam||
1003|825|1|500175894|NM|P||-1|||You have already passed this exam||
1003|825|1|500176542|NM|P||-1|||You have already passed this exam||
1003|825|1|500177212|NM|P||-1|||You have already passed this exam||
1003|825|1|500177617|O|P||-1|||You have already passed this exam||
1003|825|1|500177705|NM|P||-1|||You have already passed this exam||
1003|825|1|500178037|O|P||-1|||You have already passed this exam||
1003|825|1|500178116|NM|P||-1|||You have already passed this exam||
1003|825|1|500178581|NM|P||-1|||You have already passed this exam||
1003|825|1|500178759|NM|P||-1|||You have already passed this exam||
1003|825|1|500179257|O|P||-1|||You have already passed this exam||
1003|825|1|500179316|O|P||-1|||You have already passed this exam||
1003|825|1|500179962|NM|P||-1|||You have already passed this exam||
1003|825|1|500180378|O|P||-1|||You have already passed this exam||
1003|825|1|500180574|NM|P||-1|||You have already passed this exam||
1003|825|1|500180797|O|P||-1|||You have already passed this exam||
1003|825|1|500181221|NM|P||-1|||You have already passed this exam||
1003|825|1|500181921|O|P||-1|||You have already passed this exam||
1003|825|1|500183080|NM|P||-1|||You have already passed this exam||
1003|825|1|500183468|NM|P||-1|||You have already passed this exam||
1003|825|1|500183659|NM|P||-1|||You have already passed this exam||
1003|825|1|500183686|NM|P||-1|||You have already passed this exam||
1003|825|1|500183727|NM|P||-1|||You have already passed this exam||
1003|825|1|500184693|NM|P||-1|||You have already passed this exam||
1003|825|1|500184964|NM|P||-1|||You have already passed this exam||
1003|825|1|500185217|NM|P||-1|||You have already passed this exam||
1003|825|1|500185363|NM|P||-1|||You have already passed this exam||
1003|825|1|500185451|NM|P||-1|||You have already passed this exam||
1003|825|1|500185764|NM|P||-1|||You have already passed this exam||
1003|825|1|500186396|NM|P||-1|||You have already passed this exam||
1003|825|1|500186582|NM|P||-1|||You have already passed this exam||
1003|825|1|500186734|NM|P||-1|||You have already passed this exam||
1003|825|1|500186906|NM|P||-1|||You have already passed this exam||
1003|825|1|500187034|O|P||-1|||You have already passed this exam||
1003|825|1|500187414|NM|P||-1|||You have already passed this exam||
1003|825|1|500187829|NM|P||-1|||You have already passed this exam||
1003|825|1|500187837|O|P||-1|||You have already passed this exam||
1003|825|1|500187963|NM|P||-1|||You have already passed this exam||
1003|825|1|500188190|NM|P||-1|||You have already passed this exam||
