EXAM CD|ELG PRD|PRT NO|MEMBER NO|MEMBER TYP|P/F/V/B|APP CAT|FEES|ELECT SUB|MED_CD|REMARK|SUB CD|INSTITUTE CODE|
528|999|1|500039090|O|V||-1|||Valid application exist, Attempt remaining||97|
528|999|1|500047124|O|V||-1|||Valid application exist, Attempt remaining||97|
528|999|1|500056219|O|V||-1|||Valid application exist, Attempt remaining||92|
528|999|1|500071081|O|V||-1|||Valid application exist, Attempt remaining||97|
528|999|1|500096220|O|V||-1|||Valid application exist, Attempt remaining||1139|
528|999|1|500100976|O|V||-1|||Valid application exist, Attempt remaining||159|
528|999|1|500101635|O|V||-1|||Valid application exist, Attempt remaining||46|
528|999|1|500130326|O|V||-1|||Valid application exist, Attempt remaining||2851|
528|999|1|500167966|O|V||-1|||Valid application exist, Attempt remaining||49|
528|999|1|500189658|O|V||-1|||Valid application exist, Attempt remaining||174|
528|999|1|500202140|O|V||-1|||Valid application exist, Attempt remaining||159|
528|999|1|510004746|O|V||-1|||Valid application exist, Attempt remaining||140|
528|999|1|510012674|O|V||-1|||Valid application exist, Attempt remaining||174|
528|999|1|510030833|O|V||-1|||Valid application exist, Attempt remaining||140|
528|999|1|510036388|O|V||-1|||Valid application exist, Attempt remaining||155|
528|999|1|510045352|O|V||-1|||Valid application exist, Attempt remaining||19|
528|999|1|510051381|O|V||-1|||Valid application exist, Attempt remaining||97|
528|999|1|510059493|O|V||-1|||Valid application exist, Attempt remaining||19|
528|999|1|510068489|O|V||-1|||Valid application exist, Attempt remaining||46|
528|999|1|510092979|O|V||-1|||Valid application exist, Attempt remaining||46|
528|999|1|510099852|O|V||-1|||Valid application exist, Attempt remaining||140|
528|999|1|510118832|O|V||-1|||Valid application exist, Attempt remaining||139|
528|999|1|510120666|O|V||-1|||Valid application exist, Attempt remaining||1542|
528|999|1|510144768|O|V||-1|||Valid application exist, Attempt remaining||166|
528|999|1|510193448|O|V||-1|||Valid application exist, Attempt remaining||161|
528|999|1|510221037|O|V||-1|||Valid application exist, Attempt remaining||97|
528|999|1|510258162|O|V||-1|||Valid application exist, Attempt remaining||49|
528|999|1|510263800|O|V||-1|||Valid application exist, Attempt remaining||139|
528|999|1|510263917|O|V||-1|||Valid application exist, Attempt remaining||76|
528|999|1|510283125|O|V||-1|||Valid application exist, Attempt remaining||97|
528|999|1|510295559|O|V||-1|||Valid application exist, Attempt remaining||46|
528|999|1|510318390|O|V||-1|||Valid application exist, Attempt remaining||139|
528|999|1|510318887|O|V||-1|||Valid application exist, Attempt remaining||1562|
528|999|1|510321818|O|V||-1|||Valid application exist, Attempt remaining||46|
528|999|1|510330529|O|V||-1|||Valid application exist, Attempt remaining||159|
528|999|1|510336363|O|V||-1|||Valid application exist, Attempt remaining||139|
528|999|1|510354015|O|V||-1|||Valid application exist, Attempt remaining||140|
528|999|1|510369006|O|V||-1|||Valid application exist, Attempt remaining||97|
528|999|1|510376162|O|V||-1|||Valid application exist, Attempt remaining||140|
528|999|1|510378317|O|V||-1|||Valid application exist, Attempt remaining||140|
528|999|1|510385871|O|V||-1|||Valid application exist, Attempt remaining||97|
528|999|1|510387238|O|V||-1|||Valid application exist, Attempt remaining||76|
528|999|1|510395957|O|V||-1|||Valid application exist, Attempt remaining||176|
528|999|1|510396053|O|V||-1|||Valid application exist, Attempt remaining||159|
528|999|1|510406348|O|V||-1|||Valid application exist, Attempt remaining||1446|
528|999|1|510428799|O|V||-1|||Valid application exist, Attempt remaining||46|
528|999|1|510443393|O|V||-1|||Valid application exist, Attempt remaining||140|
528|999|1|510444640|O|V||-1|||Valid application exist, Attempt remaining||174|
