
 812289574=1000169|NA|ABORT|IN|INR|2825563^iibfregn^2825563^812289574|812289574|1770|Transaction Aborted|NA|NA|2022-01-05 15:08:10|NA|NA|1000169|0.00^0.00||||||||||

 812289576=1000169|NA|No Records Found|NA|NA|NA|812289576|NA|No Records Found|NA|NA|NA|NA|NA|1000169|0.00^0.00||||||||||

 812289576=1000169|NA|No Records Found|NA|NA|NA|812289576|NA|No Records Found|NA|NA|NA|NA|NA|1000169|0.00^0.00||||||||||

 812289577=1000169|6478045621237|SUCCESS|IN|INR|2825782^iibfregn^2825782^812289577|812289577|1770|Payment In Clearing|SBIN|200516389546|2022-01-05 16:40:45|UPI|10001692022010500380|1000169|0.00^0.00||||||||||

 812289576=1000169|NA|No Records Found|NA|NA|NA|812289576|NA|No Records Found|NA|NA|NA|NA|NA|1000169|0.00^0.00||||||||||

 812289576=1000169|NA|No Records Found|NA|NA|NA|812289576|NA|No Records Found|NA|NA|NA|NA|NA|1000169|0.00^0.00||||||||||

 812289579=1000169|0850218692923|BOOKED|IN|INR|2826014^iibfregn^2826014^812289579|812289579|1770|Transaction Booked|SBIN|NA|2022-01-05 18:06:10|UPI|10001692022010500464|1000169|0.00^0.00||||||||||

 812289579=1000169|0850218692923|BOOKED|IN|INR|2826014^iibfregn^2826014^812289579|812289579|1770|Transaction Booked|SBIN|NA|2022-01-05 18:06:10|UPI|10001692022010500464|1000169|0.00^0.00||||||||||

 812289583=1000169|2329133335839|BOOKED|IN|INR|2826404^iibfregn^2826404^812289583|812289583|1770|Transaction Booked|PUNB|NA|2022-01-05 21:01:02|NB|10001692022010500627|1000169|2.00^0.36||||||||||
